#Table1
specobjid,objid8,ra,dec,spiral,elliptical,uncertain
314239350684542976,1237648722299584625,168.9013,0.6573055,0,0,1
314239900440356864,1237648722299584756,168.8768,0.7701111,1,0,0
314240175318263808,1237648722299584677,168.7733,0.6845,1,0,0
314240999951984640,1237674651534426252,168.8537,0.8649445,0,0,1
314241274829891584,1237674651534426266,168.8851,0.8848333,0,1,0
314241549707798528,1237648722299584749,168.8575,0.8076944,1,0,0
314241824585705472,1237674650997555377,168.8038,0.5928611,0,0,1
314242099463612416,1237674650460684321,168.8229,0.1287778,0,0,1
314242649219426304,1237648721762648208,168.6921,0.28925,0,1,0
314242924097333248,1237674650997555226,168.8178,0.4726945,1,0,0
314243198975240192,1237648721762713788,168.8602,0.2698611,0,0,1
314243748731054080,1237674650997555423,168.8655,0.5435833,0,0,1
314244023608961024,1237648721762648221,168.7012,0.3942778,0,1,0
314244298486867968,1237674650997489799,168.7415,0.4896667,0,0,1
314244848242681856,1237648721762713833,168.7953,0.3943333,0,1,0
314245123120588800,1237648721762648289,168.7011,0.2138056,1,0,0
314245397998495744,1237674650460684544,168.868,0.1179722,0,0,1
314246222632216576,1237648721762713703,168.7576,0.2268889,0,0,1
314246497510123520,1237648721762713754,168.8297,0.3855278,0,1,0
314246772388030464,1237674650460684511,168.8421,0.1153889,0,0,1
314247047265937408,1237674650460684446,168.7795,0.2055,0,0,1
314247322143844352,1237674651534491841,168.9575,0.9931111,1,0,0
314247597021751296,1237674651534426295,168.9178,0.8444445,0,0,1
314247871899658240,1237648722299650251,168.9745,0.7928611,1,0,0
314248421655472128,1237648722299715771,169.1037,0.7818889,1,0,0
314248696533379072,1237648722299650195,168.9094,0.8191111,0,0,1
314248971411286016,1237648722299650255,168.9902,0.7303056,0,0,1
314249246289192960,1237674651534491734,168.9559,0.8604167,0,0,1
314249521167099904,1237674651534491794,168.9878,0.9891389,0,0,1
314249796045006848,1237648722299650153,168.9913,0.81025,1,0,0
314250620678727680,1237648722299650223,168.9396,0.6929722,1,0,0
314251445312448512,1237674651534491822,169.0525,0.9931389,1,0,0
314251995068262400,1237648722299650281,169.05,0.7856944,0,0,1
314252269946169344,1237648722836521143,168.9673,1.066611,0,0,1
314252819701983232,1237674650997620847,168.9785,0.5756667,0,0,1
314253094579890176,1237674650997555450,168.909,0.4526389,1,0,0
314253369457797120,1237674650997620954,169.0038,0.4421667,0,0,1
314253644335704064,1237674650997620880,169.0389,0.5735278,1,0,0
314253919213611008,1237674650997555447,168.9094,0.4947778,1,0,0
314254194091517952,1237674650997555301,168.8901,0.5457778,0,1,0
314254468969424896,1237648721762713814,168.903,0.391,0,0,1
314254743847331840,1237674650460750001,169.001,0.1501945,0,1,0
314255018725238784,1237648721762779336,169.027,0.2187778,1,0,0
314255293603145728,1237648721762779288,168.9398,0.26125,0,0,1
314255843358959616,1237674650460749985,168.978,0.1768333,0,0,1
314256118236866560,1237674650460749964,168.9341,0.06216667,0,0,1
314256393114773504,1237648721225842926,168.9032,-0.02927778,0,0,1
314256667992680448,1237674650460749991,168.9929,0.1241389,1,0,0
314256942870587392,1237674650460749979,168.9646,0.1313333,0,0,1
314257217748494336,1237674650460750090,168.9667,0.1469722,1,0,0
314257492626401280,1237674650460750041,169.037,0.1135278,0,0,1
314257767504308224,1237648721225908400,168.9576,-0.05461111,0,0,1
314258317260122112,1237674650460815582,169.136,0.1076667,0,0,1
314258592138029056,1237648721762910284,169.2052,0.2785,0,0,1
314258867015936000,1237674650460881006,169.2961,0.1463889,1,0,0
314259691649656832,1237674650460815610,169.2122,0.1408056,0,0,1
314260241405470720,1237648721762910385,169.3275,0.3283611,0,1,0
314261066039191552,1237674650460750066,169.0559,0.02358333,0,0,1
314261615795005440,1237648721225973921,169.1102,-0.03852778,0,0,1
314262165550819328,1237674650460815510,169.152,0.07016667,1,0,0
314262440428726272,1237674650460815498,169.1325,0.053,1,0,0
314262990184540160,1237674650997686515,169.0788,0.4945278,0,0,1
314263539940354048,1237648721226039549,169.204,-0.03269444,0,1,0
314263814818260992,1237648721762975872,169.3848,0.2644444,0,0,1
314264089696167936,1237648721762975999,169.5027,0.4011111,1,0,0
314264364574074880,1237648721762975945,169.4554,0.3757778,1,0,0
314264639451981824,1237674650997883069,169.519,0.4886111,0,0,1
314264914329888768,1237674650997817416,169.43,0.599,0,0,1
314265464085702656,1237648721762975957,169.4632,0.2177778,0,0,1
314265738963609600,1237648721762975965,169.4737,0.2395278,1,0,0
314266013841516544,1237674650997817471,169.4989,0.5263056,0,0,1
314266288719423488,1237674650460946542,169.4298,0.04711111,0,0,1
314266563597330432,1237674650460881045,169.3426,0.02127778,0,0,1
314267113353144320,1237648721226039535,169.3484,-0.02461111,0,0,1
314267388231051264,1237648721226170443,169.5235,-0.01822222,1,0,0
314267663108958208,1237648721226104921,169.472,-0.007444445,0,0,1
314267937986865152,1237674650460946609,169.5077,0.03680556,1,0,0
314268212864772096,1237674650460946569,169.4718,0.1291944,0,0,1
314268487742679040,1237674650460946489,169.3722,0.1978611,0,0,1
314268762620585984,1237674650461012022,169.5188,0.01602778,0,1,0
314269312376399872,1237648722836652135,169.2343,1.20275,0,0,1
314269587254306816,1237648722836717678,169.363,1.1365,0,0,1
314270137010120704,1237648722836652120,169.2355,1.090139,0,0,1
314270686765934592,1237648722836652131,169.2339,1.159889,0,0,1
314270961643841536,1237674651534622870,169.3625,0.9803611,1,0,0
314271236521748480,1237648722836652139,169.2419,1.132389,0,0,1
314271786277562368,1237648722836652146,169.2523,1.156333,0,0,1
314272336033376256,1237648722836717693,169.3736,1.063444,0,0,1
314272610911283200,1237648722836652111,169.2207,1.104306,1,0,0
314272885789190144,1237648722299715803,169.1438,0.7351667,1,0,0
314273710422910976,1237648722836586541,169.164,1.06675,0,0,1
314273985300817920,1237674651534557291,169.1377,0.9284444,1,0,0
314274809934538752,1237674650997883143,169.6356,0.4884167,0,0,1
314275084812445696,1237648721763106994,169.7858,0.3316111,0,0,1
314275634568259584,1237648721763106966,169.7399,0.2431389,0,0,1
314276184324073472,1237648721763041439,169.5402,0.2424167,0,0,1
314276459201980416,1237674650997948606,169.7818,0.5368333,0,0,1
314277008957794304,1237648721763107000,169.7947,0.2591667,1,0,0
314277558713608192,1237674650461077699,169.7057,0.1609167,0,0,1
314277833591515136,1237648721763041527,169.6508,0.2508611,0,0,1
314278108469422080,1237674650461012087,169.5851,0.1062778,0,0,1
314278383347329024,1237674650461077684,169.6888,0.1635833,0,0,1
314278933103142912,1237674650461077736,169.7316,0.08980556,1,0,0
314279482858956800,1237648721763106969,169.7524,0.2946111,1,0,0
314279757736863744,1237674650997883086,169.5312,0.4596944,0,1,0
314280032614770688,1237674650461077729,169.7289,0.01169444,0,0,1
314280857248491520,1237648722836848740,169.6621,1.060917,0,0,1
314281132126398464,1237648722836783288,169.6424,1.084722,1,0,0
314281407004305408,1237648722836848809,169.7377,1.184833,0,0,1
314281681882212352,1237648722836848760,169.6675,1.143639,0,0,1
314281956760119296,1237648722836848747,169.6653,1.093306,0,0,1
314282231638026240,1237648722836783212,169.5535,1.256944,0,0,1
314282506515933184,1237648722836783266,169.6234,1.098639,0,1,0
314282781393840128,1237674651534753961,169.65,1.031,0,1,0
314283331149654016,1237674651534819409,169.6928,0.9978055,0,0,1
314283606027560960,1237674651534753901,169.5695,1.027833,0,0,1
314283880905467904,1237674651534753942,169.6417,1.011722,1,0,0
314284155783374848,1237674651534753891,169.5464,0.9327778,0,0,1
314284430661281792,1237648722836783254,169.618,1.066694,1,0,0
314284980417095680,1237674650997948553,169.7065,0.6192778,1,0,0
314285255295002624,1237648722299977879,169.7329,0.6930556,0,0,1
314286079928723456,1237674650998079616,170.04,0.5146667,0,0,1
314286354806630400,1237648721763172618,169.9012,0.3338056,1,0,0
314286904562444288,1237648721763238186,170.0407,0.3199722,1,0,0
314287454318258176,1237648721763238090,169.9898,0.2511667,0,0,1
314287729196165120,1237648721763238203,170.0691,0.3015,0,0,1
314288004074072064,1237648721763238115,170.0141,0.2751111,0,0,1
314288278951979008,1237674650998014102,169.8166,0.5448889,0,0,1
314288553829885952,1237674650461208636,169.9662,0.07183333,0,0,1
314288828707792896,1237648721763172676,169.938,0.2288333,1,0,0
314289653341513728,1237674650461143158,169.8568,0.07588889,0,0,1
314289928219420672,1237648721763172650,169.9236,0.3083889,0,0,1
314290203097327616,1237648721763238177,170.0371,0.2235833,0,0,1
314290752853141504,1237648721226367100,169.9531,-0.05419444,0,0,1
314291027731048448,1237674650461143209,169.9614,0.1055556,0,0,1
314291577486862336,1237648722300108982,170.0567,0.6889445,0,0,1
314291852364769280,1237648722300043391,169.8367,0.6625,1,0,0
314292127242676224,1237674650998145167,170.1645,0.6202222,0,0,1
314292676998490112,1237674651534885005,169.9144,0.9532778,1,0,0
314292951876397056,1237648722300043522,169.8898,0.6828611,0,0,1
314293226754304000,1237648722300043485,169.8476,0.8200278,0,0,1
314293501632210944,1237648722300108940,169.9783,0.78225,0,0,1
314293776510117888,1237674651534819463,169.7819,0.9131666,0,1,0
314294051388024832,1237648722300043510,169.8897,0.6343611,1,0,0
314294326265931776,1237674651534884870,169.8199,0.9960278,0,0,1
314294601143838720,1237648722300043311,169.8812,0.7351944,0,0,1
314294876021745664,1237648722300108902,169.9547,0.7431667,1,0,0
314295150899652608,1237648722300043550,169.9102,0.78975,0,0,1
314295425777559552,1237648722300174519,170.2038,0.63925,0,0,1
314295700655466496,1237648722300043569,169.9495,0.7645278,1,0,0
314295975533373440,1237648722836848827,169.7698,1.173583,0,0,1
314296250411280384,1237674651534884948,169.8617,0.9680833,0,1,0
314296525289187328,1237674651534884971,169.8833,1.004556,0,0,1
314296800167094272,1237674650461274299,170.2278,0.1725833,1,0,0
314297075045001216,1237674650998079670,170.1004,0.5957778,0,0,1
314297349922908160,1237648721763303635,170.1853,0.31975,1,0,0
314297624800815104,1237674650998079524,170.1062,0.5783333,0,0,1
314297899678722048,1237648721763303647,170.2054,0.3901667,0,1,0
314298174556628992,1237674650998145221,170.249,0.5342222,0,0,1
314298449434535936,1237648721226367219,170.0917,-0.04538889,0,0,1
314298724312442880,1237674650998145180,170.1924,0.5203889,1,0,0
314298999190349824,1237648721763238209,170.0735,0.4059722,0,0,1
314299274068256768,1237648721763303657,170.2185,0.4081111,1,0,0
314299823824070656,1237648721763369102,170.3173,0.2236389,0,0,1
314300098701977600,1237648721763368969,170.29,0.2118889,0,0,1
314300923335698432,1237648721763303606,170.1312,0.2948889,0,0,1
314301198213605376,1237648721226432703,170.2188,-0.01347222,0,0,1
314301473091512320,1237674650998145185,170.2018,0.5805833,1,0,0
314301747969419264,1237674650461274329,170.2328,0.08352778,0,0,1
314302022847326208,1237674650998145070,170.2042,0.45925,0,1,0
315252275838740480,1237674648851054795,171.1492,-1.122722,0,0,1
315252550716647424,1237648720153215106,171.4186,-0.8607778,1,0,0
315252825594554368,1237648720153149681,171.2667,-0.8411667,0,0,1
315253375350368256,1237674649388056620,171.3962,-0.76825,0,1,0
315253650228275200,1237648720153149538,171.1544,-0.9918611,0,1,0
315253925106182144,1237648720690086076,171.3309,-0.44825,0,0,1
315254199984089088,1237674649388122352,171.5606,-0.6628056,0,0,1
315254474861996032,1237648720153280738,171.4594,-0.9194167,0,0,1
315254749739902976,1237648720153215082,171.3649,-0.9704444,1,0,0
315255574373623808,1237674649924927620,171.418,-0.3266945,0,0,1
315255849251530752,1237674649387991118,171.2642,-0.8164167,0,0,1
315256124129437696,1237648720153215076,171.3513,-0.9608889,1,0,0
315256399007344640,1237674649388187802,171.6532,-0.6288056,0,0,1
315256948763158528,1237648720690217204,171.727,-0.5690833,0,0,1
315257223641065472,1237674649388122187,171.4721,-0.6638611,0,0,1
315257498518972416,1237674649388056825,171.4278,-0.6756389,0,1,0
315257773396879360,1237674650461995162,171.8022,0.1338611,0,0,1
315258323152693248,1237674650461995124,171.7765,0.1241389,0,1,0
315258598030600192,1237648721227153520,171.762,-0.1254167,0,0,1
315260797053855744,1237648721764024504,171.8861,0.2128889,0,0,1
315261071931762688,1237674650461995254,171.9002,0.1533889,0,0,1
315261346809669632,1237674650461995181,171.8233,0.1900833,0,0,1
315261621687576576,1237674650461995043,171.8478,0.1434722,0,1,0
315262171443390464,1237674650461995215,171.8747,0.1448889,0,0,1
315262446321297408,1237674650461995242,171.8925,0.1360556,0,0,1
315262721199204352,1237674650461995196,171.8592,0.1211111,0,0,1
315262996077111296,1237648721763958988,171.7212,0.2733056,1,0,0
315263270955018240,1237674648850989286,171.0013,-1.082944,0,0,1
315263545832925184,1237674648851054729,171.0294,-1.187583,0,0,1
315264095588739072,1237648720153018447,170.8652,-0.9984444,1,0,0
315264920222459904,1237648720689955064,171.1054,-0.4588056,1,0,0
315265195100366848,1237674649387794517,170.8624,-0.7135556,0,1,0
315265744856180736,1237674648851054634,171.036,-1.15775,1,0,0
315266294611994624,1237674649387925681,171.0997,-0.7006111,1,0,0
315267394123622400,1237674648850989284,170.9993,-1.152583,1,0,0
315268768513157120,1237648721226957006,171.3958,-0.1283333,0,0,1
315269868024784896,1237674649924993198,171.5444,-0.37575,0,0,1
315270142902691840,1237674649924993175,171.5132,-0.3198889,0,0,1
315270417780598784,1237674649924993049,171.4753,-0.3733333,0,0,1
315271242414319616,1237648721226956966,171.34,-0.01213889,1,0,0
315272067048040448,1237674650461798565,171.455,0.09775,0,0,1
315272341925947392,1237648721227022640,171.5698,-0.06730556,1,0,0
315272616803854336,1237648721227022436,171.4927,-0.09427778,0,0,1
315272891681761280,1237648721226956977,171.3546,-0.1743611,0,0,1
315273441437575168,1237648721227022572,171.5281,-0.03105555,1,0,0
315274815827109888,1237674649387794640,170.8276,-0.7921944,0,0,1
315275090705016832,1237674648850923796,170.8056,-1.182139,1,0,0
315275915338737664,1237648720152822022,170.5464,-0.8923611,0,0,1
315276190216644608,1237648720152887339,170.6338,-0.8411667,0,0,1
315276465094551552,1237648720152953088,170.7344,-0.8532778,1,0,0
315276739972458496,1237648720152887433,170.5668,-0.8601111,0,0,1
315277289728272384,1237648720689758327,170.559,-0.5285556,0,0,1
315277564606179328,1237648720689823935,170.817,-0.4928611,1,0,0
315278389239900160,1237648720689758363,170.6237,-0.5294445,0,0,1
315278664117807104,1237648720689758342,170.5812,-0.6208889,1,0,0
315278938995714048,1237674649387729102,170.6638,-0.6846111,0,0,1
315279488751527936,1237648720152953083,170.7216,-0.9311944,0,0,1
315280313385248768,1237674649924796580,171.0926,-0.2761667,0,0,1
315280588263155712,1237674649924796669,171.1627,-0.2849444,0,0,1
315280863141062656,1237674650461732977,171.1637,0.07427778,0,0,1
315281412896876544,1237674649924796575,171.088,-0.3399445,0,0,1
315281687774783488,1237674649924796644,171.1206,-0.2938889,0,0,1
315281962652690432,1237674649924862167,171.1893,-0.3151945,0,0,1
315283062164318208,1237674650461733016,171.23,0.08355556,0,1,0
315283337042225152,1237648721226891358,171.1732,-0.02288889,0,0,1
315283886798039040,1237674650461732982,171.1664,0.02958333,0,0,1
315284161675945984,1237648721763762434,171.2527,0.2448056,0,0,1
315284436553852928,1237648721763762188,171.1514,0.21475,0,0,1
315284711431759872,1237674650461732999,171.2079,0.07338889,0,0,1
315284986309666816,1237674650461733072,171.2984,0.17075,0,1,0
315285261187573760,1237648720152822004,170.5163,-1.011472,0,0,1
315285536065480704,1237674648850792711,170.5213,-1.184861,0,0,1
315285810943387648,1237674648850792675,170.4315,-1.198472,1,0,0
315286085821294592,1237674648850727103,170.403,-1.106,0,0,1
315286360699201536,1237648720689627348,170.3728,-0.5888333,0,0,1
315286635577108480,1237674649924468954,170.3627,-0.414,0,0,1
315287185332922368,1237648720152821957,170.4125,-0.8897778,1,0,0
315287460210829312,1237648720152821875,170.475,-0.9381389,0,0,1
315288009966643200,1237648720689692900,170.4535,-0.4546667,0,0,1
315288284844550144,1237674649924469016,170.3807,-0.40325,0,0,1
315288559722457088,1237648720689627316,170.3435,-0.4466944,1,0,0
315288834600364032,1237648720689692946,170.5385,-0.5272778,1,0,0
315289109478270976,1237648720689627321,170.3455,-0.5056667,0,0,1
315289384356177920,1237648720689627372,170.4011,-0.5659444,1,0,0
315289659234084864,1237648720689692889,170.4416,-0.4221667,0,1,0
315289934111991808,1237648720152822070,170.4081,-0.8645833,1,0,0
315290208989898752,1237648720689627356,170.3857,-0.5276111,1,0,0
315290483867805696,1237648720689692943,170.5332,-0.4890278,1,0,0
315290758745712640,1237674649924796503,171.0278,-0.2643056,0,1,0
315291308501526528,1237648721226760287,170.9284,-0.2032222,1,0,0
315291583379433472,1237674649924731043,170.9422,-0.3333889,0,0,1
315291858257340416,1237648721226760264,170.896,-0.09013889,0,0,1
315292133135247360,1237674649924665441,170.7601,-0.2287778,0,1,0
315292408013154304,1237674649924796693,171.0658,-0.3407222,0,0,1
315292682891061248,1237674650461602024,170.9831,0.005111111,0,1,0
315293507524782080,1237674650461602048,171.0134,0.1734167,0,0,1
315294607036409856,1237648721226760322,170.9788,-0.1649167,1,0,0
315294881914316800,1237674650461601920,170.8656,0.1842222,1,0,0
315295156792223744,1237674650461602015,170.972,0.1651111,1,0,0
315295431670130688,1237654670281605274,170.8212,0.1915833,0,0,1
315295706548037632,1237654670281539737,170.769,0.05927778,0,0,1
315295981425944576,1237648721763565677,170.7525,0.2255833,0,0,1
315296256303851520,1237648721226629291,170.6302,-0.01716667,1,0,0
315296531181758464,1237674649924599966,170.6587,-0.2910833,0,0,1
315297080937572352,1237648721226694767,170.739,-0.1969167,0,0,1
315297630693386240,1237648721226629373,170.6849,-0.09402778,1,0,0
315297905571293184,1237648721226694751,170.7212,-0.1878056,0,0,1
315298180449200128,1237674649924599919,170.5974,-0.3618889,0,1,0
315298455327107072,1237674649924599926,170.6126,-0.2627778,0,0,1
315298730205014016,1237648721226629226,170.569,-0.06025,0,0,1
315299554838734848,1237648704571506804,170.7227,0.1275278,1,0,0
315300104594548736,1237674650461470898,170.7068,0.1245556,0,0,1
315300654350362624,1237674650461470883,170.6999,0.1707222,0,0,1
315300929228269568,1237648721763500122,170.672,0.2635278,0,0,1
315301204106176512,1237648704571506871,170.7167,0.03338889,0,1,0
315301753861990400,1237674649924534521,170.5439,-0.2310556,0,0,1
315302028739897344,1237648721226498241,170.3728,-0.1591944,0,0,1
315302303617804288,1237674649924469028,170.3916,-0.2848889,0,0,1
315302578495711232,1237674649924469032,170.394,-0.3021389,0,0,1
315303128251525120,1237648721226498262,170.3897,-0.02977778,1,0,0
315303403129432064,1237674649924469005,170.3635,-0.2988611,1,0,0
315303952885245952,1237674649924534390,170.4438,-0.3156389,1,0,0
315304227763152896,1237674649924468951,170.3604,-0.2465278,0,0,1
315305052396873728,1237674649924468768,170.3436,-0.2171111,0,0,1
315305327274780672,1237648721226563835,170.5103,-0.03075,1,0,0
315305877030594560,1237674649924469025,170.3852,-0.2398889,0,0,1
315306151908501504,1237648721763369146,170.3669,0.266,0,0,1
315306701664315392,1237648721226563852,170.5297,-0.09088889,0,0,1
315306976542222336,1237674650461339896,170.3587,0.08941667,0,0,1
315308076053850112,1237648720152756418,170.3418,-0.9100834,1,0,0
315308625809664000,1237674648850661455,170.1571,-1.049306,0,0,1
315308900687570944,1237674648850661510,170.2554,-1.090139,0,0,1
315310000199198720,1237648720152756406,170.3023,-0.9056666,1,0,0
315310275077105664,1237674649387532437,170.2189,-0.6579722,0,0,1
315310549955012608,1237674649924403418,170.2471,-0.3837222,0,0,1
315310824832919552,1237648720152756501,170.3157,-0.8929445,0,0,1
315311099710826496,1237674649387598034,170.2741,-0.6983333,0,0,1
315311374588733440,1237674649924468922,170.3231,-0.3891945,0,0,1
315311924344547328,1237648720152690867,170.1465,-0.8821945,0,0,1
315312474100361216,1237674649387598024,170.2694,-0.8128889,0,0,1
315312748978268160,1237674649924403300,170.1203,-0.3427222,0,0,1
315313298734082048,1237674650461339852,170.3094,0.06566667,0,0,1
315313573611988992,1237648721763369073,170.2739,0.2311944,1,0,0
315313848489895936,1237648721226432710,170.225,-0.1263056,1,0,0
315314123367802880,1237674649924403268,170.2157,-0.3348889,1,0,0
315314673123616768,1237674649924468940,170.3349,-0.2734167,0,0,1
315314948001523712,1237648721226498174,170.2893,-0.2035278,0,0,1
315315222879430656,1237674649924468926,170.3252,-0.3116667,1,0,0
315315497757337600,1237674650461274399,170.23,0.1601111,1,0,0
315315772635244544,1237648721226432683,170.2103,-0.02433333,0,0,1
315316047513151488,1237648721226498210,170.3314,-0.00125,0,1,0
315316322391058432,1237674649924468938,170.3348,-0.3263333,0,0,1
315316597268965376,1237648721763369113,170.3304,0.2228889,0,0,1
315316872146872320,1237674650461274145,170.2067,0.1041944,0,0,1
315317147024779264,1237674650461339817,170.2839,0.1828056,0,0,1
315317421902686208,1237674649924468767,170.3316,-0.2310833,0,1,0
315317696780593152,1237648721226432724,170.2377,-0.08438889,0,0,1
315317971658500096,1237648721226367226,170.0997,-0.05419444,0,0,1
315318246536407040,1237674648850595854,170.0002,-1.12,0,0,1
315319071170127872,1237648720152625168,169.981,-0.88,0,0,1
315319346048034816,1237674648850596030,170.1151,-1.080944,0,0,1
315319620925941760,1237674649387401255,169.8987,-0.6501111,0,0,1
315320170681755648,1237648720152559858,169.9425,-0.9649722,0,0,1
315320720437569536,1237648720152625356,170.0061,-0.9676389,1,0,0
315321270193383424,1237674649387401346,169.8738,-0.7416389,0,0,1
315321545071290368,1237674648850596045,169.9718,-1.150306,0,0,1
315321819949197312,1237648720152625401,170.0771,-1.029528,0,0,1
315322094827104256,1237674649387466919,170.074,-0.7111945,0,1,0
315322369705011200,1237648720689496110,170.0494,-0.4469444,1,0,0
315322644582918144,1237674648850595999,170.0486,-1.063917,0,0,1
315323194338732032,1237674648850661532,170.1348,-1.1835,0,0,1
315323469216638976,1237648720152559847,169.9354,-1.036194,1,0,0
315324293850359808,1237674649924272388,169.9056,-0.2564445,0,0,1
315324568728266752,1237674649924206610,169.7074,-0.3527778,0,0,1
315324843606173696,1237674650461143152,169.84,0.03588889,0,0,1
315325118484080640,1237674649924206739,169.785,-0.2138333,0,0,1
315325668239894528,1237648721226170501,169.5877,-0.08661111,1,0,0
315325943117801472,1237648721226170468,169.5555,-0.1955,0,0,1
315326217995708416,1237674649924206758,169.8103,-0.3670278,0,0,1
315326492873615360,1237674650461077838,169.7592,0.08625,0,1,0
315327042629429248,1237674650461143230,169.966,0.04761111,1,0,0
315327317507336192,1237674650461077665,169.6808,0.1326944,0,0,1
315327592385243136,1237648721226170516,169.5997,-0.01758333,0,0,1
315327867263150080,1237674650461012059,169.5513,0.1075,0,0,1
315328142141057024,1237674650461077719,169.7242,0.02302778,1,0,0
315328417018963968,1237674650461077748,169.7341,0.1761111,1,0,0
315328691896870912,1237674649924337908,170.0506,-0.2664444,0,0,1
315329241652684800,1237674649387139152,169.2251,-0.64275,0,0,1
315330066286405632,1237674648850464911,169.668,-1.096917,0,0,1
315330341164312576,1237674649387139214,169.31,-0.7826389,1,0,0
315330616042219520,1237674648850530475,169.858,-1.135667,0,0,1
315330890920126464,1237648720152428696,169.5112,-0.8905833,1,0,0
315331440675940352,1237648720152363159,169.4881,-0.901,0,0,1
315331715553847296,1237674648850530484,169.8667,-1.060917,0,0,1
315332540187568128,1237674649387270273,169.6051,-0.7321111,0,0,1
315332815065475072,1237648720689365145,169.7213,-0.4923611,0,0,1
315333364821288960,1237648720689430719,169.8479,-0.5760834,1,0,0
315333639699195904,1237648720689299594,169.6184,-0.5521666,0,0,1
315334189455009792,1237674649924075628,169.3926,-0.4086944,0,0,1
315334464332916736,1237648720689103130,169.1772,-0.57375,0,0,1
315334739210823680,1237648721226104980,169.3871,-0.1875,0,0,1
315335563844544512,1237674650460881463,169.3291,0.05980556,0,0,1
315335838722451456,1237674649923944592,169.1805,-0.2133056,0,0,1
315336113600358400,1237648721762975884,169.3984,0.2498889,0,0,1
315336663356172288,1237674649924010098,169.2313,-0.3537778,0,0,1
315336938234079232,1237648721226039475,169.3011,-0.2061667,0,0,1
315337213111986176,1237674650460815476,169.1194,0.05891667,0,1,0
315337487989893120,1237674650460750003,169.0001,0.1583611,0,0,1
315337762867800064,1237674650461012146,169.5359,0.01391667,0,0,1
315338037745707008,1237648721762975781,169.3825,0.2108056,0,0,1
315338587501520896,1237648721226170431,169.5073,-0.07591667,1,0,0
315339137257334784,1237648721225908356,169.0109,-0.1045,0,0,1
315339412135241728,1237674650460946539,169.4291,0.06941666,0,0,1
315339687013148672,1237674650460750048,169.0428,0.01611111,0,0,1
315339961891055616,1237674649924010140,169.2705,-0.2879722,0,0,1
315340236768962560,1237648722836783169,169.649,1.061389,0,1,0
315340511646869504,1237648722836979773,169.978,1.182611,0,0,1
315340786524776448,1237648722836979788,170.0092,1.14425,1,0,0
315341061402683392,1237674651534622815,169.2613,0.9378055,0,0,1
315341886036404224,1237648722836914361,169.8867,1.08375,0,0,1
315342710670125056,1237648722836914344,169.8725,1.188167,0,0,1
315342985548032000,1237674651534950582,170.0442,0.9162222,0,0,1
315343260425938944,1237674651534754068,169.6296,0.9644445,1,0,0
315343810181752832,1237648722836848840,169.7713,1.123083,0,0,1
315344085059659776,1237674651534819459,169.779,1.025583,0,0,1
315344634815473664,1237674651534819404,169.6927,0.9479722,1,0,0
315345734327101440,1237648721763172774,169.8862,0.379,0,0,1
315346009205008384,1237648722300043525,169.8924,0.7381111,0,0,1
315346558960822272,1237674650997882966,169.6101,0.4987778,0,0,1
315347108716636160,1237648722300043475,169.8392,0.8362222,0,0,1
315347933350356992,1237648721763041413,169.5061,0.3074722,1,0,0
315348208228263936,1237674650997817477,169.5049,0.493,0,0,1
315348483106170880,1237648721762844926,169.058,0.28825,1,0,0
315349582617798656,1237648722300043456,169.8057,0.7641944,1,0,0
315350407251519488,1237648721763041373,169.6492,0.41975,0,1,0
315350682129426432,1237648721762975926,169.4357,0.2913611,0,0,1
315350957007333376,1237674650997620852,168.9953,0.4523889,0,0,1
315351231885240320,1237648722837110926,170.3577,1.219944,0,0,1
315351781641054208,1237648722836979819,170.0664,1.078,0,0,1
315352056518961152,1237648722837045337,170.1245,1.226944,0,0,1
315352331396868096,1237648722837176412,170.427,1.071278,1,0,0
315352606274775040,1237648722837110856,170.2681,1.169139,0,0,1
315352881152681984,1237674651535147078,170.4286,0.9923056,0,0,1
315353156030588928,1237648722836979833,170.0828,1.103639,0,0,1
315353705786402816,1237648722836979839,170.0844,1.152667,0,0,1
315353980664309760,1237674651535147109,170.4421,0.9658055,0,0,1
315354255542216704,1237674651535081639,170.3598,1.007667,0,0,1
315354530420123648,1237674651535081591,170.3108,0.9716389,0,1,0
315354805298030592,1237648722837045316,170.1052,1.1835,0,1,0
315355080175937536,1237674651535081658,170.3982,0.8976945,0,0,1
315355355053844480,1237674651535081616,170.337,1.040833,0,0,1
315355629931751424,1237674651534950590,170.0557,0.9427778,0,0,1
315355904809658368,1237648722837045318,170.1067,1.066833,0,0,1
315356179687565312,1237674651535016198,170.2532,0.9352222,0,0,1
315356454565472256,1237674651535147073,170.4199,0.9549444,0,1,0
315356729443379200,1237674650998145168,170.1644,0.4574722,0,0,1
315357004321286144,1237648722300108994,170.0754,0.7609722,0,0,1
315357279199193088,1237648722300240036,170.2835,0.7979167,0,0,1
315357554077100032,1237648722300174484,170.1705,0.8058889,0,0,1
315357828955006976,1237648722300240056,170.3029,0.7877778,0,1,0
315358103832913920,1237648721763238109,170.0043,0.28475,0,0,1
315358378710820864,1237674650998210624,170.2865,0.6266111,0,0,1
315359203344541696,1237674651534885039,169.9605,0.8395556,0,0,1
315359478222448640,1237648721763238196,170.057,0.29425,0,0,1
315359753100355584,1237648721763238113,170.0226,0.2761111,0,1,0
315360027978262528,1237648722300174459,170.1341,0.8306111,0,1,0
