,specobjid,objid8,ra,dec,Gtype
5651,315339961891055616,1237674649924010140,169.2705,-0.2879722,UN
5652,315340236768962560,1237648722836783169,169.649,1.061389,E
5653,315340511646869504,1237648722836979773,169.978,1.182611,UN
5654,315340786524776448,1237648722836979788,170.0092,1.14425,S
5655,315341061402683392,1237674651534622815,169.2613,0.9378055,UN
5656,315341886036404224,1237648722836914361,169.8867,1.08375,UN
5657,315342710670125056,1237648722836914344,169.8725,1.188167,UN
5658,315342985548032000,1237674651534950582,170.0442,0.9162222,UN
5659,315343260425938944,1237674651534754068,169.6296,0.9644445,S
5660,315343810181752832,1237648722836848840,169.7713,1.123083,UN
5661,315344085059659776,1237674651534819459,169.779,1.025583,UN
5662,315344634815473664,1237674651534819404,169.6927,0.9479722,S
5663,315345734327101440,1237648721763172774,169.8862,0.379,UN
5664,315346009205008384,1237648722300043525,169.8924,0.7381111,UN
5665,315346558960822272,1237674650997882966,169.6101,0.4987778,UN
5666,315347108716636160,1237648722300043475,169.8392,0.8362222,UN
5667,315347933350356992,1237648721763041413,169.5061,0.3074722,S
5668,315348208228263936,1237674650997817477,169.5049,0.493,UN
5669,315348483106170880,1237648721762844926,169.058,0.28825,S
5670,315349582617798656,1237648722300043456,169.8057,0.7641944,S
5671,315350407251519488,1237648721763041373,169.6492,0.41975,E
5672,315350682129426432,1237648721762975926,169.4357,0.2913611,UN
5673,315350957007333376,1237674650997620852,168.9953,0.4523889,UN
5674,315351231885240320,1237648722837110926,170.3577,1.219944,UN
5675,315351781641054208,1237648722836979819,170.0664,1.078,UN
5676,315352056518961152,1237648722837045337,170.1245,1.226944,UN
5677,315352331396868096,1237648722837176412,170.427,1.071278,S
5678,315352606274775040,1237648722837110856,170.2681,1.169139,UN
5679,315352881152681984,1237674651535147078,170.4286,0.9923056,UN
5680,315353156030588928,1237648722836979833,170.0828,1.103639,UN
5681,315353705786402816,1237648722836979839,170.0844,1.152667,UN
5682,315353980664309760,1237674651535147109,170.4421,0.9658055,UN
5683,315354255542216704,1237674651535081639,170.3598,1.007667,UN
5684,315354530420123648,1237674651535081591,170.3108,0.9716389,E
5685,315354805298030592,1237648722837045316,170.1052,1.1835,E
5686,315355080175937536,1237674651535081658,170.3982,0.8976945,UN
5687,315355355053844480,1237674651535081616,170.337,1.040833,UN
5688,315355629931751424,1237674651534950590,170.0557,0.9427778,UN
5689,315355904809658368,1237648722837045318,170.1067,1.066833,UN
5690,315356179687565312,1237674651535016198,170.2532,0.9352222,UN
5691,315356454565472256,1237674651535147073,170.4199,0.9549444,E
5692,315356729443379200,1237674650998145168,170.1644,0.4574722,UN
5693,315357004321286144,1237648722300108994,170.0754,0.7609722,UN
5694,315357279199193088,1237648722300240036,170.2835,0.7979167,UN
5695,315357554077100032,1237648722300174484,170.1705,0.8058889,UN
5696,315357828955006976,1237648722300240056,170.3029,0.7877778,E
5697,315358103832913920,1237648721763238109,170.0043,0.28475,UN
5698,315358378710820864,1237674650998210624,170.2865,0.6266111,UN
5699,315359203344541696,1237674651534885039,169.9605,0.8395556,UN
5700,315359478222448640,1237648721763238196,170.057,0.29425,UN
5701,315359753100355584,1237648721763238113,170.0226,0.2761111,E
5702,315360027978262528,1237648722300174459,170.1341,0.8306111,E
5703,315360577734076416,1237674650998079570,169.9825,0.4767778,UN
5704,315360852611983360,1237674650998145069,170.2,0.4685833,S
5705,315361127489890304,1237648722300240003,170.2675,0.7379722,S
5706,315361402367797248,1237648722300240011,170.2706,0.7808889,S
5707,315361677245704192,1237674650998079577,170.0007,0.4598611,UN
5708,315361952123611136,1237674650998210622,170.2863,0.5871944,UN
5709,315362501879425024,1237648722837241922,170.5618,1.204361,S
5710,315362776757331968,1237648722837241950,170.5855,1.060056,S
5711,315363051635238912,1237674651535212651,170.6286,1.036278,UN
5712,315363326513145856,1237648722837176480,170.5042,1.2575,UN
5713,315363601391052800,1237648722837241954,170.588,1.122694,S
5714,315363876268959744,1237674651535147156,170.503,0.8987778,UN
5715,315364151146866688,1237648722837242009,170.6277,1.122056,E
5716,315364426024773632,1237648722837241973,170.6061,1.189444,UN
5717,315364700902680576,1237648722837176439,170.4514,1.207667,S
5718,315365250658494464,1237674651535147164,170.5159,0.9480556,E
5719,315365525536401408,1237648722837176453,170.4699,1.088583,UN
5720,315365800414308352,1237674651535147200,170.5415,1.020806,UN
5721,315366075292215296,1237674651535147189,170.5357,0.9455833,S
5722,315366350170122240,1237674651535147127,170.4599,0.9963889,UN
5723,315366625048029184,1237674651535147124,170.4581,0.97525,UN
5724,315367174803843072,1237648722837241947,170.5823,1.170306,UN
5725,315367724559656960,1237648722300305596,170.4466,0.7816111,UN
5726,315367999437563904,1237648721763369136,170.3532,0.3322778,S
5727,315368274315470848,1237648722300240094,170.3345,0.7774166,UN
5728,315368549193377792,1237674650998276251,170.4775,0.5624722,UN
5729,315368824071284736,1237648722300305573,170.4116,0.7976111,S
5730,315369098949191680,1237648722300240083,170.3264,0.6326944,UN
5731,315369373827098624,1237648722300240072,170.3178,0.7048611,UN
5732,315369648705005568,1237648722300305616,170.4763,0.7464722,S
5733,315370198460819456,1237648722300305631,170.4829,0.7143056,UN
5734,315370748216633344,1237648722300305624,170.474,0.6985833,UN
5735,315371297972447232,1237648721763369153,170.3897,0.3111944,S
5736,315371572850354176,1237648721763369119,170.3452,0.2916944,UN
5737,315371847728261120,1237648722300240124,170.3474,0.6546944,S
5738,315372122606168064,1237674650998210673,170.3487,0.60725,UN
5739,315372397484075008,1237648722300240116,170.3397,0.7600278,S
5740,315372672361981952,1237674650998210692,170.3915,0.4238333,UN
5741,315373222117795840,1237648722837242066,170.6528,1.133556,UN
5742,315373496995702784,1237674651535212689,170.6776,0.9655,UN
5743,315373771873609728,1237674651535212733,170.7111,0.9511945,UN
5744,315374046751516672,1237674651535212719,170.6987,1.036056,UN
5745,315374321629423616,1237648722837242032,170.6445,1.054861,S
5746,315374596507330560,1237674651535212692,170.6831,0.944,UN
5747,315375146263144448,1237648722837242069,170.6606,1.059806,S
5748,315375421141051392,1237648722837242020,170.6326,1.20725,S
5749,315375696018958336,1237674651535278224,170.7186,0.9833889,UN
5750,315375970896865280,1237648722837242050,170.6497,1.116278,UN
5751,315376245774772224,1237648722837242113,170.6898,1.184722,UN
5752,315377345286400000,1237648722837307564,170.7278,1.179444,S
5753,315377895042213888,1237674651535212576,170.6463,1.022611,UN
5754,315378169920120832,1237648722837307552,170.7157,1.198806,UN
5755,315378444798027776,1237648722837242029,170.6398,1.142528,UN
5756,315378719675934720,1237674651535212657,170.6359,0.8521389,UN
5757,315378994553841664,1237648722300371064,170.5715,0.8078055,S
5758,315379269431748608,1237648722300305668,170.539,0.8273333,UN
5759,315379544309655552,1237648722300371132,170.6299,0.7971389,S
5760,315379819187562496,1237674651535212621,170.5742,0.8449722,UN
5761,315380094065469440,1237648722300371116,170.6178,0.8211667,UN
5762,315380368943376384,1237648722300305694,170.5501,0.7977778,S
5763,315380643821283328,1237674650998341746,170.5793,0.5847778,S
5764,315380918699190272,1237648722300371091,170.5926,0.69075,UN
5765,315381193577097216,1237648722300305649,170.5123,0.7671944,S
5766,315381468455004160,1237674650998276300,170.5491,0.4998056,UN
5767,315382018210818048,1237674650998341772,170.6213,0.4293056,S
5768,315382293088724992,1237648721763434615,170.5098,0.3050278,UN
5769,315382567966631936,1237674650998341777,170.632,0.4865,UN
5770,315382842844538880,1237674650998341642,170.5675,0.4989444,UN
5771,315383117722445824,1237674650998276276,170.5067,0.5976945,UN
5772,315383667478259712,1237648721763434740,170.5116,0.4017222,S
5773,315383942356166656,1237648722300305501,170.5226,0.7842778,E
5774,315384217234073600,1237674650998341843,170.6716,0.4436944,UN
5775,315384766989887488,1237648722300371140,170.6372,0.6827222,S
5776,315385041867794432,1237648722300371005,170.6394,0.7369167,UN
5777,315385316745701376,1237674650998341812,170.6537,0.4927222,UN
5778,315385591623608320,1237674650998341850,170.6755,0.5917778,S
5779,315385866501515264,1237674650998341875,170.6832,0.5422222,UN
5780,315386141379422208,1237648722300371225,170.6947,0.7030833,S
5781,315386416257329152,1237674651535212695,170.684,0.8844166,E
5782,315386691135236096,1237648722300371192,170.6727,0.65175,E
5783,315387790646863872,1237648722300371034,170.6837,0.7560833,UN
5784,315388065524770816,1237674650998341795,170.6494,0.4542778,UN
5785,315388615280584704,1237674650998341831,170.6605,0.6164167,UN
5786,315388890158491648,1237648722300371240,170.6973,0.7822222,S
5787,315389165036398592,1237674650998341833,170.6621,0.466,UN
5788,315389714792212480,1237674650998407217,170.7768,0.6128333,E
5789,315389989670119424,1237648722300436551,170.729,0.8244166,S
5790,315390264548026368,1237648722300436594,170.8175,0.6797222,UN
5791,315390539425933312,1237648722300436606,170.849,0.6828055,UN
5792,315390814303840256,1237648722300502123,170.8755,0.7288333,S
5793,315391089181747200,1237674650998407381,170.8431,0.4616944,UN
5794,315391913815468032,1237674651535278184,170.7727,0.8609167,UN
5795,315392188693374976,1237648721763565739,170.8077,0.4120833,UN
5796,315392463571281920,1237648721763631246,170.8764,0.3187778,S
5797,315392738449188864,1237648721763565656,170.7243,0.3876111,UN
5798,315393013327095808,1237648721763565758,170.8326,0.3195,UN
5799,315393288205002752,1237674650998341919,170.712,0.4215,UN
5800,315393563082909696,1237674650998407311,170.7284,0.4343889,UN
5801,315393837960816640,1237674650998407328,170.7558,0.4391389,UN
5802,315394112838723584,1237674650998341915,170.7108,0.5116944,UN
5803,315394387716630528,1237674650998407363,170.8268,0.4664444,UN
5804,315394662594537472,1237674650998407304,170.7273,0.4555,UN
5805,315394937472444416,1237648721763565635,170.8348,0.3008056,S
5806,315395212350351360,1237648722837307688,170.8392,1.208528,UN
5807,315395487228258304,1237648722837307648,170.8053,1.087722,S
5808,315396036984072192,1237648722837307633,170.7982,1.120111,E
5809,315396311861979136,1237648722837307621,170.7825,1.094389,S
5810,315396586739886080,1237648722837307691,170.8463,1.192389,UN
5811,315397136495699968,1237648722837307656,170.81,1.162278,UN
5812,315397411373606912,1237648722837307671,170.8233,1.210361,UN
5813,315397686251513856,1237648722837307607,170.767,1.201306,UN
5814,315397961129420800,1237674651535278328,170.8434,0.9267778,UN
5815,315398236007327744,1237648722837307589,170.7433,1.070083,UN
5816,315398510885234688,1237648722837307683,170.8348,1.123333,UN
5817,315399060641048576,1237674651535278237,170.7403,1.045833,UN
5818,315399335518955520,1237648722837307456,170.7358,1.132278,UN
5819,315399610396862464,1237674651535278279,170.8362,1.023806,UN
5820,315399885274769408,1237674651535278338,170.846,0.9628611,UN
5821,315400160152676352,1237674651535278267,170.8015,0.9660833,S
5822,315400435030583296,1237674651535278251,170.7722,0.8893611,S
5823,315400709908490240,1237674651535474815,171.2463,0.8647778,UN
5824,315401259664304128,1237648722300633199,171.2013,0.74775,S
5825,315401534542211072,1237674650998538418,171.1572,0.5783055,UN
5826,315402084298024960,1237648722300567777,171.0775,0.7443611,UN
5827,315402359175931904,1237674651535343743,170.9667,0.8498333,E
5828,315402634053838848,1237674650998538451,171.1163,0.4826667,UN
5829,315402908931745792,1237648722300567644,171.0777,0.6437222,S
5830,315403183809652736,1237648722300633180,171.1531,0.7129722,UN
5831,315404008443373568,1237648721763696841,171.0061,0.3343056,S
5832,315404283321280512,1237648721763696835,171.0018,0.4117222,E
5833,315404558199187456,1237648721763762411,171.2829,0.4135,UN
5834,315404833077094400,1237648721763762367,171.2088,0.3341389,UN
5835,315405107955001344,1237648721763631279,170.9011,0.3269722,S
5836,315405382832908288,1237648722300502190,170.9856,0.6853889,UN
5837,315405932588722176,1237648721763696856,171.0226,0.2825,S
5838,315406482344536064,1237674651535409350,171.0699,0.963,S
5839,315406757222443008,1237674651535409290,171.0293,1.007444,UN
5840,315407032100349952,1237674651535409342,171.0635,1.0145,UN
5841,315407306978256896,1237648722837373056,170.8993,1.087667,UN
5842,315407581856163840,1237648722837373082,170.9344,1.200194,UN
5843,315408406489884672,1237674651535343669,170.8751,1.036417,UN
5844,315408681367791616,1237674651535409337,171.061,0.9770555,UN
5845,315409231123605504,1237674651535409254,171.0315,0.9718611,S
5846,315409506001512448,1237674651535343762,170.9871,0.9592777,S
5847,315409780879419392,1237674651535409305,171.0502,0.9648333,UN
5848,315410055757326336,1237674651535343713,170.93,0.9858889,UN
5849,315410330635233280,1237674651535409251,171.0189,0.9957222,UN
5850,315410605513140224,1237674651535343693,170.8999,0.9840834,UN
5851,315410880391047168,1237674651535409245,171.0188,0.9167222,UN
5852,315411430146861056,1237674651535343679,170.8788,0.9891389,UN
5853,315411705024768000,1237648722300764297,171.4799,0.833,UN
5854,315411979902674944,1237648722300764319,171.5061,0.7575833,S
5855,315412254780581888,1237648722300764333,171.5184,0.7483611,UN
5856,315412804536395776,1237648722300698743,171.3844,0.8159722,UN
5857,315413079414302720,1237648722300764327,171.5146,0.7869722,UN
5858,315413629170116608,1237648722300698717,171.3449,0.8054444,S
5859,315413904048023552,1237674650998669537,171.4626,0.6273889,UN
5860,315414178925930496,1237674651535540444,171.4501,0.8479444,UN
5861,315415278437558272,1237648722300698788,171.4353,0.8325833,UN
5862,315416377949186048,1237674650998669426,171.3206,0.5096389,UN
5863,315416652827092992,1237648721763827882,171.3247,0.3505,S
5864,315416927704999936,1237674650998603932,171.3088,0.4571389,UN
5865,315417202582906880,1237648722837569790,171.442,1.070944,S
5866,315417752338720768,1237674651535409374,171.0964,0.9554167,UN
5867,315418027216627712,1237674651535540279,171.4454,0.9973611,UN
5868,315418302094534656,1237648722837635123,171.503,1.082611,UN
5869,315418576972441600,1237648722837635279,171.5316,1.164667,UN
5870,315418851850348544,1237674651535474803,171.2377,0.9216945,UN
5871,315419401606162432,1237674651535474870,171.2892,0.9994166,UN
5872,315419676484069376,1237674651535671500,171.6392,0.9058611,S
5873,315419951361976320,1237674651535409390,171.1295,0.9467222,E
5874,315421325751511040,1237674651535605970,171.5645,1.041472,UN
5875,315421600629417984,1237674651535671584,171.7395,0.8855278,S
5876,315422150385231872,1237648722837569785,171.4265,1.190111,S
5877,315422975018952704,1237674651535671402,171.6719,0.8631111,UN
5878,315423249896859648,1237674650998800520,171.697,0.6210555,UN
5879,315423524774766592,1237674651535671539,171.7118,0.8691111,E
5880,315423799652673536,1237674650998800469,171.6261,0.6263611,UN
5881,315424074530580480,1237648722300829777,171.6657,0.7341945,UN
5882,315424349408487424,1237648721763958881,171.6144,0.2993333,UN
5883,315424624286394368,1237648722300829795,171.7068,0.73675,UN
5884,315425448920115200,1237648721764024515,171.8898,0.2780278,E
5885,315425998675929088,1237674650998865936,171.7791,0.4456111,UN
5886,315426273553836032,1237648721764024523,171.8958,0.4088055,UN
5887,315426548431742976,1237648722300829839,171.7316,0.6797222,UN
5888,315427373065463808,1237674651535671606,171.7528,0.8435278,UN
5889,315427647943370752,1237648721764089867,171.903,0.3952222,S
5890,316378175779137536,1237674648851710185,172.6499,-1.16025,UN
5891,316379825046579200,1237648720153870346,172.8425,-0.9351111,UN
5892,316380099924486144,1237674649388580996,172.6025,-0.8178055,UN
5893,316380649680300032,1237674648851710162,172.6071,-1.119333,UN
5894,316380924558206976,1237648720153870563,172.8231,-0.9746944,UN
5895,316381199436113920,1237648720690807006,172.9991,-0.5986667,S
5896,316381749191927808,1237674648851710172,172.624,-1.095083,UN
5897,316382573825648640,1237648720153804953,172.7751,-0.9464167,S
5898,316382848703555584,1237674649388646525,172.6782,-0.8175278,UN
5899,316383123581462528,1237674649388580894,172.6083,-0.8328611,UN
5900,316383398459369472,1237648720153804896,172.6616,-0.8416111,UN
5901,316383948215183360,1237648720690872472,173.1247,-0.5440556,UN
5902,316384772848904192,1237648720690807028,173.0114,-0.5349723,S
5903,316385322604718080,1237674649925648534,173.0282,-0.4153889,UN
5904,316385597482625024,1237648720690872486,173.1605,-0.54875,S
5905,316385872360531968,1237648720690872460,173.1113,-0.472,E
5906,316386147238438912,1237648720690806970,172.9792,-0.4821667,S
5907,316386422116345856,1237674650462585128,173.2321,0.1025833,UN
5908,316386696994252800,1237648721764679850,173.2699,0.2163611,E
5909,316387246750066688,1237674650462585047,173.2196,0.145,UN
5910,316388071383787520,1237648721227677751,172.9942,-0.05033333,S
5911,316388621139601408,1237648721227808874,173.264,-0.1542222,S
5912,316388896017508352,1237674650462585130,173.2461,0.1875556,UN
5913,316389445773322240,1237648720153673964,172.4155,-1.03725,S
5914,316389995529136128,1237648720153739422,172.5055,-1.022111,UN
5915,316390545284950016,1237674648851644564,172.4567,-1.07875,UN
5916,316390820162856960,1237674649388580930,172.5228,-0.7212222,UN
5917,316391095040763904,1237648720153739282,172.513,-0.9794722,S
5918,316391644796577792,1237674648851644583,172.4809,-1.059333,UN
5919,316392469430298624,1237648720153739425,172.5081,-1.002361,UN
5920,316392744308205568,1237648720153739441,172.5282,-0.8920833,UN
5921,316393568941926400,1237674649388515524,172.3976,-0.7941667,UN
5922,316393843819833344,1237648720153674015,172.4826,-1.016333,UN
5923,316394118697740288,1237674648851710018,172.5927,-1.058972,UN
5924,316394393575647232,1237648720153739489,172.5745,-0.97925,UN
5925,316394668453554176,1237648721227546812,172.7829,-0.1355556,S
5926,316395218209368064,1237648720690675848,172.7126,-0.5231944,S
5927,316395767965181952,1237648720690610291,172.5296,-0.5212222,UN
5928,316396042843088896,1237674649925451833,172.5295,-0.2618889,S
5929,316396317720995840,1237674649925583020,172.9347,-0.36225,UN
5930,316396592598902784,1237648721227481226,172.5289,-0.1211389,UN
5931,316396867476809728,1237648721227481240,172.5408,-0.2021111,S
5932,316397142354716672,1237674650462453896,172.8633,0.05458333,UN
5933,316397692110530560,1237674650462453857,172.8261,0.1631111,UN
5934,316397966988437504,1237674650462453969,172.9121,0.05855555,UN
5935,316398241866344448,1237674650462453933,172.8893,0.0735,E
5936,316399341377972224,1237674650462388358,172.6762,0.0955,S
5937,316399616255879168,1237648721227612430,172.8197,-0.1954167,UN
5938,316400440889600000,1237674648851644428,172.385,-1.151528,UN
5939,316400715767506944,1237648720153673947,172.3879,-0.9650277,UN
5940,316400990645413888,1237674648851644619,172.3925,-1.221556,UN
5941,316401540401227776,1237674648851579062,172.3483,-1.217333,UN
5942,316402090157041664,1237674648851513468,172.131,-1.215028,UN
5943,316403189668669440,1237674649388384449,172.1862,-0.8173611,S
5944,316403464546576384,1237648703498485899,172.32,-0.7123333,UN
5945,316404014302390272,1237674649388384392,172.1276,-0.7967778,UN
5946,316404564058204160,1237648720153608384,172.3323,-0.8755,UN
5947,316404838936111104,1237648720153542898,172.1449,-0.9027222,UN
5948,316405113814018048,1237648720153608437,172.3431,-1.03575,UN
5949,316405663569831936,1237648720690544777,172.369,-0.4254167,UN
5950,316405938447738880,1237674649925320711,172.2163,-0.3256389,UN
5951,316406213325645824,1237674649925320914,172.2917,-0.4043611,UN
5952,316406763081459712,1237674650462191768,172.2191,0.092,S
5953,316407587715180544,1237648720690479219,172.2525,-0.4646944,S
5954,316408137470994432,1237648721227350138,172.2125,-0.1721667,S
5955,316408412348901376,1237648721227415637,172.3648,-0.006111111,S
5956,316408962104715264,1237674650462191936,172.251,0.0275,E
5957,316409236982622208,1237648721227350153,172.2435,-0.05844444,S
5958,316409786738436096,1237674650462126279,172.2038,0.005861111,UN
5959,316410611372156928,1237674650462191764,172.217,0.05311111,UN
5960,316413635029133312,1237674648851447990,172.0122,-1.200833,UN
5961,316414734540761088,1237674649388318877,171.9739,-0.6719167,UN
5962,316415009418668032,1237648720153477433,172.0454,-1.005667,E
5963,316415284296574976,1237648720153411773,171.8796,-0.9823889,S
5964,316415834052388864,1237674648851513421,172.0763,-1.106389,UN
5965,316416383808202752,1237648720153477424,172.0292,-0.9519167,S
5966,316416658686109696,1237648720690348245,172.0454,-0.4928611,S
5967,316417208441923584,1237674649925255333,172.1846,-0.2918333,UN
5968,316418033075644416,1237648720690348247,172.0453,-0.5393611,S
5969,316418857709365248,1237648721227284818,172.1263,-0.1216667,UN
5970,316419132587272192,1237648721227284638,172.1363,-0.1716944,S
5971,316419407465179136,1237674650462060669,171.988,0.1565278,UN
5972,316419682343086080,1237674650462126178,172.0764,0.1885,S
5973,316419957220993024,1237648721227284632,172.1321,-0.02416667,S
5974,316420232098899968,1237674650462126190,172.0875,0.1165833,UN
5975,316420506976806912,1237648721227284644,172.149,-0.1849445,UN
5976,316420781854713856,1237674650462126312,172.1232,0.1443333,S
5977,316421056732620800,1237674650462060686,171.9978,0.1996389,UN
5978,316421331610527744,1237674650462060708,172.0247,0.1321944,UN
5979,316421881366341632,1237674650462060678,171.9974,0.1690278,UN
5980,316422980877969408,1237674649925189651,171.9741,-0.3840833,UN
5981,316423530633783296,1237674649925189666,171.9867,-0.3470556,UN
5982,316423805511690240,1237648720690348171,171.9635,-0.4701389,S
5983,316424080389597184,1237648720690348091,171.9805,-0.4725278,UN
5984,316424630145411072,1237674649925189767,171.9397,-0.2515278,UN
5985,316425454779131904,1237674650462060643,171.9557,0.02616667,UN
5986,316425729657038848,1237674649925189791,171.9805,-0.3017222,UN
5987,316426004534945792,1237648721227218965,171.9122,-0.04561111,UN
5988,316426829168666624,1237674650462060653,171.9615,0.1143333,UN
5989,316427104046573568,1237648721227219152,171.9392,-0.12125,S
5990,316427653802387456,1237648720690282722,171.8705,-0.4530833,UN
5991,316428203558201344,1237674649388122165,171.5556,-0.65025,S
5992,316429028191922176,1237674650461995212,171.8726,0.1499444,UN
5993,316429303069829120,1237674649388253190,171.82,-0.6508333,UN
5994,316429577947736064,1237674649388253322,171.7959,-0.6599166,UN
5995,316429852825643008,1237674649388253403,171.8641,-0.6829722,UN
5996,316430127703549952,1237674649925124152,171.8604,-0.3098055,UN
5997,316430402581456896,1237648720690216993,171.6548,-0.4315,S
5998,316430952337270784,1237648720690217182,171.6913,-0.5466389,UN
5999,316431227215177728,1237674649924993286,171.6031,-0.2848889,S
6000,316432051848898560,1237674650461995042,171.8499,0.1328611,UN
6001,316433426238433280,1237674648851316954,171.7568,-1.087917,UN
6002,316434800627968000,1237674648851447906,171.9897,-1.211194,UN
6003,316435075505874944,1237648720153346267,171.7264,-1.046639,UN
6004,316435625261688832,1237674648851382540,171.8285,-1.059917,UN
6005,316436449895409664,1237674649388253336,171.8088,-0.7662222,S
6006,316437549407037440,1237648720153411830,171.8491,-0.8456111,UN
6007,316438648918665216,1237674649388122186,171.4671,-0.6616111,UN
6008,316439198674479104,1237648721227022370,171.4874,-0.08408333,E
6009,316440023308199936,1237648720690086146,171.4303,-0.6284167,UN
6010,316440847941920768,1237674649924927635,171.428,-0.3231389,UN
6011,316441122819827712,1237648720689954909,171.109,-0.4270556,UN
6012,316441397697734656,1237674650461798508,171.3626,0.1210833,UN
6013,316441947453548544,1237648721226956971,171.3441,-0.1209167,S
6014,316442497209362432,1237674650461798526,171.3859,0.1688056,UN
6015,316442772087269376,1237648721226957027,171.4166,-0.06680556,UN
6016,316443871598897152,1237648721226891421,171.2206,-0.2035278,E
6017,316444421354711040,1237674648851251415,171.582,-1.085417,UN
6018,316446070622152704,1237674648851251464,171.6015,-1.085917,S
6019,316446345500059648,1237648720153280843,171.5534,-0.8585556,E
6020,316446620377966592,1237674648851251418,171.5922,-1.054444,S
6021,316447170133780480,1237648720153280822,171.5912,-0.9423333,E
6022,316447994767501312,1237648720153280761,171.5068,-0.8721667,UN
6023,316448269645408256,1237674649388056846,171.448,-0.7123611,S
6024,316448544523315200,1237674648851251397,171.5542,-1.115556,UN
6025,316448819401222144,1237648720153280661,171.467,-0.9225556,S
6026,316449094279129088,1237674648851316785,171.6309,-1.135444,UN
6027,316449369157036032,1237674648851251372,171.4933,-1.148361,UN
6028,316449644034942976,1237674649924796558,171.0721,-0.3070556,E
6029,316449918912849920,1237648721226760312,170.9663,-0.07986111,S
6030,316450743546570752,1237674649924731013,170.87,-0.3076111,S
6031,316451293302384640,1237648721226760231,170.8508,-0.02691667,S
6032,316451843058198528,1237648721226825909,171.0869,-0.05611111,UN
6033,316453492325640192,1237674650461601979,170.9453,0.09338889,S
6034,316453767203547136,1237674650461602035,170.9963,0.09263889,E
6035,316454042081454080,1237674650461601990,170.9593,0.07863889,E
6036,316455416470988800,1237674648851185835,171.3553,-1.079417,UN
6037,316456241104709632,1237648720153149689,171.2793,-1.037361,S
6038,316456515982616576,1237674648851185721,171.4095,-1.220917,UN
6039,316456790860523520,1237674648851185795,171.388,-1.117528,UN
6040,316457065738430464,1237674648851185774,171.3406,-1.155139,S
6041,316457615494244352,1237674648851251429,171.4699,-1.203278,S
6042,316458989883779072,1237674648851120349,171.2872,-1.149528,UN
6043,316460089395406848,1237648720153084124,171.0098,-0.9494166,S
6044,316460364273313792,1237648720153018634,170.945,-1.041611,UN
6045,316460639151220736,1237674649387729084,170.6589,-0.6909444,UN
6046,316461188907034624,1237648721226694756,170.7286,-0.2021944,E
6047,316461738662848512,1237648720689823908,170.7823,-0.5435556,UN
6048,316462013540755456,1237654670281605143,170.8267,0.09136111,UN
6049,316462563296569344,1237674649387729135,170.7117,-0.7643611,UN
6050,316462838174476288,1237674649387729124,170.6966,-0.6895834,UN
6051,316463387930290176,1237648721226629355,170.656,-0.2006944,UN
6052,316463662808197120,1237648721226629155,170.6033,-0.06127778,UN
6053,316463937686104064,1237648721226563768,170.4212,-0.01336111,S
6054,316464212564011008,1237648721226629232,170.58,-0.1446389,UN
6055,316464487441917952,1237648720689823884,170.7506,-0.6154444,UN
6056,316464762319824896,1237654670281539736,170.7635,0.05744445,E
6057,316465586953545728,1237674649924599980,170.687,-0.3397778,UN
6058,316465861831452672,1237674649387794566,170.7396,-0.77525,UN
6059,316466136709359616,1237674651535212552,170.6017,0.8526111,UN
6060,316466411587266560,1237674651535212736,170.7133,0.9778333,UN
6061,316468060854708224,1237674651535343680,170.879,0.9846666,E
6062,316468335732615168,1237674651535278276,170.8328,1.021389,UN
6063,316468610610522112,1237648722837307668,170.8212,1.116611,UN
6064,316468885488429056,1237648722300371235,170.693,0.8207778,S
6065,316469160366336000,1237648722300502132,170.892,0.7783889,UN
6066,316469435244242944,1237648722300371007,170.6355,0.7396666,S
6067,316469710122149888,1237674651535343807,170.8862,0.9266389,UN
6068,316469985000056832,1237674651535278265,170.8,0.9498889,UN
6069,316470534755870720,1237674651535278181,170.7697,0.8654166,UN
6070,316470809633777664,1237674651535278313,170.8345,0.9253889,UN
6071,316471084511684608,1237674650998276290,170.5332,0.5865278,UN
6072,316471359389591552,1237648722837372976,170.8915,1.126528,UN
6073,316471634267498496,1237648721763434745,170.5221,0.3821389,UN
6074,316471909145405440,1237648722300371154,170.6448,0.6931389,UN
6075,316472733779126272,1237648722300371147,170.6372,0.66625,UN
6076,316473008657033216,1237648722300371175,170.6635,0.7204722,S
6077,316473283534940160,1237648721763500203,170.6038,0.3998055,UN
6078,316473558412847104,1237674650998341906,170.7084,0.5086111,UN
6079,316473833290754048,1237674650998341761,170.6105,0.42475,S
6080,316474108168660992,1237674650998276284,170.5135,0.4857778,UN
6081,316474383046567936,1237674650461470863,170.6497,0.1485833,S
6082,316474657924474880,1237674650998341896,170.6855,0.6094444,S
6083,316474932802381824,1237674650998276288,170.5215,0.4537778,UN
6084,316475207680288768,1237648722300371193,170.6822,0.6507222,UN
6085,316475482558195712,1237648722300371213,170.678,0.7020556,UN
6086,316475757436102656,1237674650461405512,170.5157,0.1343611,UN
6087,316476032314009600,1237674650998276301,170.5478,0.5031389,UN
6088,316476307191916544,1237674650998341794,170.6532,0.4605556,E
6089,316476856947730432,1237674650998341881,170.687,0.4622778,UN
6090,316477406703544320,1237648722837307723,170.8455,1.129639,UN
6091,316477956459358208,1237648722837438689,171.1348,1.052444,UN
6092,316478231337265152,1237648722837373080,170.9329,1.210083,UN
6093,316478506215172096,1237648722837504153,171.1745,1.057,UN
